,code,causal_event,causal_type,avg_strength,sentence_nb,text,causal_,caused_
212,1,being resolved to win that championship or perish in the attempt_he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat ,IRAC,2.75,1,"Now , the winning of these three events would make Granby """""""" champion """""""" for the year , a position greatly desired by these athletes of thirteen and fourteen years ; and when Granby sallied forth on the afternoon of the great day , equipped in his racing garments , he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat , being resolved to win that championship or perish in the attempt  . ",being resolved to win that championship or perish in the attempt,he carried an ambitious and an intensely-agitated heart within his buttoned-up greatcoat 
213,1,"He found that by scooping leaves around himself , curling up , and holding still _ he eventually felt a little warmer .",IRAC,2.75,1,"He found that by scooping leaves around himself , curling up , and holding still , he eventually felt a little warmer  . ","He found that by scooping leaves around himself , curling up , and holding still ", he eventually felt a little warmer .
214,1,her mad fling had somehow only found its natural place among other episodes of a continuing domestic series _it may have disappointed Heidi a little,IRAC,1.75,3,"By the time they adjourned for exhaustion , it may have disappointed Heidi a little that her mad fling had somehow only found its natural place among other episodes of a continuing domestic series , begun long ago in Chicago , which is where Horst and Maxine originally met  . ",her mad fling had somehow only found its natural place among other episodes of a continuing domestic series ,it may have disappointed Heidi a little
215,1, as the aspect rose _spurring me on ,IRAC,1.75,2,"My teeth tingled as the aspect rose , slicking over me and spurring me on  . ", as the aspect rose ,spurring me on 
216,1,bit his lip_in frustration at his inability to explain himself,IRAC,3,3,"He gesticulated , bit his lip in frustration at his inability to explain himself  . ",bit his lip,in frustration at his inability to explain himself
217,1,With both feet safely on the ground_Vonetta became her old self,IRAC,2.25,3,"With both feet safely on the ground , Vonetta became her old self , her face shiny and searching  . ",With both feet safely on the ground,Vonetta became her old self
218,1,“ If it ’s not too far . ”_ “ It ’s right on the way . ”,IREC,2,1_2,“ If it ’s not too far  .  ”_“ It ’s right on the way  .  ”,“ If it ’s not too far . ”, “ It ’s right on the way . ”
219,1,Someone can trigger your sexual identity crisis and not have a clue they ’re doing it_ It 's really amazing,IREC,2,2_1,"Someone can trigger your sexual identity crisis and not have a clue they ’re doing it  . _It ’s really amazing , is n’t it ?",Someone can trigger your sexual identity crisis and not have a clue they ’re doing it, It 's really amazing
220,1,the boy twisted and dove at him . _ his hood fell back and red-gold hair tumbled out ,IREC,3,1_2,"The moment he was in flight , the boy twisted and dove at him  . _As he did , his hood fell back and red-gold hair tumbled out  . ",the boy twisted and dove at him . , his hood fell back and red-gold hair tumbled out 
0,1,I only get caught if I try to spin too much straw_I’d make it short and simple,IREC,3,2_1,I only get caught if I try to spin too much straw  . _And I ’d make it short and simple  . ,I only get caught if I try to spin too much straw,I’d make it short and simple
1,1,A diamond necklace caught in a lobster trap ._A few of the islanders had found real riches from time to time ,IREC,3,2_1,A diamond necklace caught in a lobster trap  . _A few of the islanders had found real riches from time to time  . ,A diamond necklace caught in a lobster trap .,A few of the islanders had found real riches from time to time 
2,1,A gold ingot in the tines of a scallop rake ._A few of the islanders had found real riches from time to time ,IREC,3,3_1,A gold ingot in the tines of a scallop rake  . _A few of the islanders had found real riches from time to time  . ,A gold ingot in the tines of a scallop rake .,A few of the islanders had found real riches from time to time 
3,1,My oldest and best friend has a glamorous PR job and is freshly engaged_Darcy is still the lucky one,IREC,3,2_3,The situation seems all the more dismal because my oldest and best friend has a glamorous PR job and is freshly engaged  . _Darcy is still the lucky one  . ,My oldest and best friend has a glamorous PR job and is freshly engaged,Darcy is still the lucky one
4,1,Could he really have crossed over to some other reality ?_ The thought made him shiver .,IREC,2.5,2_3,Could he really have crossed over to some other reality ?_The thought made him shiver  . ,Could he really have crossed over to some other reality ?, The thought made him shiver .
5,1,the sun is too bright in your eyes_You squint a little ,IREC,2.33,2_3,Maybe you notice that your bathing suit straps are just a little too tight on your sunburned shoulders or that the sun is too bright in your eyes  . _You squint a little  . ,the sun is too bright in your eyes,You squint a little 
6,1,it meant jail time _ Which meant death to the hostages,IREC,3,2_3,"If he did it again , it meant jail time  . _Which meant death to the hostages  . ",it meant jail time , Which meant death to the hostages
7,1,You ’ve done this a hundred times_it is n’t randomness or luck that got her here,IREC,2.33,3_1,"“ You ’ve done this a hundred times  .  ”_But it is n’t randomness or luck that got her here , and I wish she knew that  . ",You ’ve done this a hundred times,it is n’t randomness or luck that got her here
8,1,Doree thought that he was maybe not getting enough milk_Dimitri was the first one to be colicky,IREC,2.33,1_2,"Dimitri was the first one to be colicky  . _Doree thought that he was maybe not getting enough milk , or that her milk was not rich enough  . ",Doree thought that he was maybe not getting enough milk,Dimitri was the first one to be colicky
9,1,Doree thought that her milk was not rich enough_Dimitri was the first one to be colicky,IREC,2.33,1_2,"Dimitri was the first one to be colicky  . _Doree thought that he was maybe not getting enough milk , or that her milk was not rich enough  . ",Doree thought that her milk was not rich enough,Dimitri was the first one to be colicky
10,1,the boy twisted and dove at him_his hood fell back and red-gold hair tumbled out ,IREC,2.75,1_2,"The moment he was in flight , the boy twisted and dove at him  . _As he did , his hood fell back and red-gold hair tumbled out  . ",the boy twisted and dove at him,his hood fell back and red-gold hair tumbled out 
11,1,"Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football_e therefore officiated as referee or judge",IREC,3,2_3,"Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football  . _He therefore officiated as referee or judge on this occasion , not having entered for the races  . ","Noel was not great at athletic sports , though an excellent cricketer , and more than pretty good at football",e therefore officiated as referee or judge
12,1,my mother said she was tired of being poked and prodded _ She does n’t want to see any more doctors about it,IREC,3,2_3,"Three years ago , my mother said she was tired of being poked and prodded  . _She does n’t want to see any more doctors about it  . ",my mother said she was tired of being poked and prodded , She does n’t want to see any more doctors about it
13,1,"Simon saw the Thing advancing toward him , its bony hands outstretched_Simon leaped to his feet ",IREC,2.75,1_2,"Simon saw the Thing advancing toward him , its bony hands outstretched  . _Simon leaped to his feet  . ","Simon saw the Thing advancing toward him , its bony hands outstretched",Simon leaped to his feet 
14,1,that purpose_They had come,IRAC,3,1,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country  . ",that purpose,They had come
15,1,They had come_it assuaged what hardship they found,IRAC,3,1,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country  . ",They had come,it assuaged what hardship they found
16,1,This was more than the mother thought right_she told the man so,IRAC,3,1,"This was more than the mother thought right to give for the doll ; and she told the man so , very politely  . ",This was more than the mother thought right,she told the man so
17,1,he loved children_kept a toy shop,IRAC,3,2,"He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""",he loved children,kept a toy shop
18,1,"if she knew her mother was out looking for a doll for her , and came home without one _how disappointed the sweet little girl at home would be",IRAC,3,2,"He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""","if she knew her mother was out looking for a doll for her , and came home without one ",how disappointed the sweet little girl at home would be
19,1,they can not understand it_very little children must not read,IRAC,3,1,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth  . ",they can not understand it,very little children must not read
20,1,for they can not understand it _ they will not know what is meant by a liar and a boy of truth . ,IRAC,3,1,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth  . ",for they can not understand it , they will not know what is meant by a liar and a boy of truth . 
21,1,you can understand it _ you may read this story,IRAC,3,2,"Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it  . ",you can understand it , you may read this story
22,1, everyone loves the beautiful girl Princess_ there has never been any disturbance in the great Throne Room,IRAC,3,2,"[ Illustration ] These two beasts are Ozma 's chief guardians , but as everyone loves the beautiful girl Princess there has never been any disturbance in the great Throne Room , or anything for the guardians to do but look fierce and solemn and keep quiet until the Royal Audience is over and the people go away to their homes  . ", everyone loves the beautiful girl Princess, there has never been any disturbance in the great Throne Room
23,1,the huge Lion and Tiger crouched beside the throne_no one would dare be naughty,IRAC,3,3,"Of course no one would dare be naughty while the huge Lion and Tiger crouched beside the throne ; but the fact is , the people of Oz are very seldom naughty  . ",the huge Lion and Tiger crouched beside the throne,no one would dare be naughty
24,1,Kyle was coming home from his adventure_ everything seemed to have turned out so well,IRAC,3,3,"After all of Gerald ’s uproar before Kyle left – and all her assurances that their son was ready to make such decisions – everything seemed to have turned out so well : Kyle was coming home from his adventure , early ( delightful surprise ) , and he was sound  . ",Kyle was coming home from his adventure, everything seemed to have turned out so well
25,1,trying to stop her from going any further . _ pull on Pamela ’s hand ,IRAC,3,1,"The water was up to Ursula ’s armpits now and she started to cry and pull on Pamela ’s hand , trying to stop her from going any further  . ",trying to stop her from going any further . , pull on Pamela ’s hand 
26,1,I finally drop the phone into the cup holder _ ending the discussion,IRAC,3,1,"I finally drop the phone into the cup holder as I pull out of the driveway , ending the discussion without ever telling her the real reason I wo n’t pick her up today  . ",I finally drop the phone into the cup holder , ending the discussion
27,1,"Another man wearing a coat and pajamas like my father lay dead _ a pool of darkness spreading beneath him , glinting in the streetlights ",IRAC,3,1,"Another man wearing a coat and pajamas like my father lay dead in the middle of the street , a pool of darkness spreading beneath him , glinting in the streetlights  . ",Another man wearing a coat and pajamas like my father lay dead ," a pool of darkness spreading beneath him , glinting in the streetlights "
28,1,anyone caught outside their homes after curfew _ will be shot on sight,IRAC,3,3,"“ Jews are reminded that under the new rules , anyone caught outside their homes after curfew will be shot on sight ! ” the officer yelled  . ",anyone caught outside their homes after curfew , will be shot on sight
29,1,"T was the night before Christmas_ Not a creature was stirring , not even a mouse . ",IRAC,3,1,"_ [ Illustration ] [ Illustration ] 'T was the night before Christmas , and all through the house , Not a creature was stirring , not even a mouse  . ",T was the night before Christmas," Not a creature was stirring , not even a mouse . "
30,1,for trying to make me relive the single worst day of my life . _   me wanted to leap out of my chair and pop the guy with a right hook ,IRAC,3,1,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life  . ,for trying to make me relive the single worst day of my life . ,   me wanted to leap out of my chair and pop the guy with a right hook 
31,1,"If my praise of his body ran to candid exactness , if I was moved to use blunt and stumbling language to exalt something we ’d done  _ he would laugh and say , “ Yes , yes , ” but not happily .",IRAC,3,1,"If my praise of his body ran to candid exactness , if I was moved to use blunt and stumbling language to exalt something we ’d done , he would laugh and say , “ Yes , yes , ” but not happily  . ","If my praise of his body ran to candid exactness , if I was moved to use blunt and stumbling language to exalt something we ’d done  "," he would laugh and say , “ Yes , yes , ” but not happily ."
32,1,Cindy was terminally lovesick ._She was probably the first bridesmaid in the world to express that sentiment,IRAC,3,2,"She was probably the first bridesmaid in the world to express that sentiment , but Cindy was terminally lovesick  . ",Cindy was terminally lovesick .,She was probably the first bridesmaid in the world to express that sentiment
33,1,cord thingies at the side of her neck and the way she smacks her big lips _whatever she is eating tastes really good .,IRAC,3,3,I can tell from the cord thingies at the side of her neck and the way she smacks her big lips that whatever she is eating tastes really good  . ,cord thingies at the side of her neck and the way she smacks her big lips ,whatever she is eating tastes really good .
34,1,if you help me with these groceries _ i ’ll bet it will be just enough to make santa ’s “ nice ” list,IRAC,3,1,if you help me with these groceries i ’ll bet it will be just enough to make santa ’s “ nice ” list !,if you help me with these groceries , i ’ll bet it will be just enough to make santa ’s “ nice ” list
35,1,"A sound , high in the air , bounced off the brick walls_ repeated itself",IRAC,3,1,"A sound , high in the air , bounced off the brick walls and repeated itself  . ","A sound , high in the air , bounced off the brick walls", repeated itself
36,1,He ’d looked like a grown man since the seventh grade _ he grew a full beard . ,IRAC,3,1,"He ’d looked like a grown man since the seventh grade , and that was before he grew a full beard  . ",He ’d looked like a grown man since the seventh grade , he grew a full beard . 
37,1,"He dropped a piece of bread through the fence , _ a cou-ple of cooing pigeons bobbed along the gutter and fought each other for it . ",IRAC,3,2,"He dropped a piece of bread through the fence , and a cou-ple of cooing pigeons bobbed along the gutter and fought each other for it  . ","He dropped a piece of bread through the fence , ", a cou-ple of cooing pigeons bobbed along the gutter and fought each other for it . 
38,1,If Flat Finn loses what he perceives to be love handles _I ’ll reward him with a one-time double sundae ,IRAC,3,1,"“ If Flat Finn loses what he perceives to be love handles , I ’ll reward him with a one-time double sundae  .  ”",If Flat Finn loses what he perceives to be love handles ,I ’ll reward him with a one-time double sundae 
39,1,some of the toy animals have a squeaker inside them _ make a noise when you press it ,IRAC,3,3,""""""""" Well , some of the toy animals have a squeaker inside them , and make a noise when you press it  . ",some of the toy animals have a squeaker inside them , make a noise when you press it 
40,1, it ’s more absorbent than those other brands ._ I like it,IRAC,3,1,“ I like it because it ’s more absorbent than those other brands  . , it ’s more absorbent than those other brands ., I like it
41,1,This was more than the mother thought right to give for the doll_mother told him what she considered a fair price,IREC,3,1_3,"This was more than the mother thought right to give for the doll ; and she told the man so , very politely  . _Lillie 's mother told him what she considered a fair price , and the darling , good toyman spoke up as quick as a flash , """""""" You shall have it , ma'am !",This was more than the mother thought right to give for the doll,mother told him what she considered a fair price
42,1, Grandma just stands at the door watching the cars roll by _Grandma was at the front door when Lula eased the Firebird ,IREC,3,3_2,"I used to think Grandma had a telepathic way of knowing when I approached , but I now realize Grandma just stands at the door watching the cars roll by , like the street is a reality show  . _Grandma was at the front door when Lula eased the Firebird to a stop at the curb  . ", Grandma just stands at the door watching the cars roll by ,Grandma was at the front door when Lula eased the Firebird 
43,1,did n’t see the huge wave cresting behind her ._it had crashed over both of them ,IREC,3,2_3,"Pamela glanced back at her and said , ‘ Careful , you ’ll make us both fall over , ’ and so did n’t see the huge wave cresting behind her  . _Within a heartbeat , it had crashed over both of them , tossing them around as lightly as though they were leaves  . ",did n’t see the huge wave cresting behind her .,it had crashed over both of them 
44,1,"he would laugh and say , “ Yes , yes , ” but not happily ._ So I stopped doing that .",IREC,3,1_2,"If my praise of his body ran to candid exactness , if I was moved to use blunt and stumbling language to exalt something we ’d done , he would laugh and say , “ Yes , yes , ” but not happily  . _So I stopped doing that  . ","he would laugh and say , “ Yes , yes , ” but not happily .", So I stopped doing that .
45,1,Jeevan realized this charade_He was moved by the decency of it . ,IREC,3,1_2,"Jeevan realized this charade must be for Arthur ’s family , so they would n’t be notified of his death via the evening news  . _He was moved by the decency of it  . ",Jeevan realized this charade,He was moved by the decency of it . 
46,1,one of their black sheep had been killed ._ They would demand a full investigation,IREC,3,1_3,He was certain that even the Saudi royal family would be relieved that one of their black sheep had been killed  . _They would demand a full investigation  . ,one of their black sheep had been killed ., They would demand a full investigation
47,1,Raymie and Beverly were the friends of my heart_I could not survive without them .,IREC,3,1_2,"Raymie and Beverly were the friends of my heart , and they had been my best friends for two solid years  . _I could not survive without them  . ",Raymie and Beverly were the friends of my heart,I could not survive without them .
48,1,Wo n’t chafe or ride up . _ I like it,IREC,3,2_1,Wo n’t chafe or ride up  .  ”_“ I like it because it ’s more absorbent than those other brands  . ,Wo n’t chafe or ride up . , I like it
49,1,do n’t insult me with a lie _ Susan LeBlanc was having none of it,IREC,3,2_1,No Text,do n’t insult me with a lie , Susan LeBlanc was having none of it
50,1,A guava seed is stuck between my gum and my last side tooth_I try to reach for it with my tongue,IRAC,3,3,A guava seed is stuck between my gum and my last side tooth and I try to reach for it with my tongue  . ,A guava seed is stuck between my gum and my last side tooth,I try to reach for it with my tongue
51,1,The orgasm took me by surprise_my back bowing as the heated pleasure tore through me,IRAC,3,1,"The orgasm took me by surprise , my back bowing as the heated pleasure tore through me  . ",The orgasm took me by surprise,my back bowing as the heated pleasure tore through me
52,1,"I have enough money for only one iced coffee , though , and two doughnuts_so that ’s what I buy",IRAC,3,1,"I have enough money for only one iced coffee , though , and two doughnuts , so that ’s what I buy  . ","I have enough money for only one iced coffee , though , and two doughnuts",so that ’s what I buy
53,1,"I carefully lock the bathroom_for fear that Karie , my Cambodian-born daughter-in-law , might by chance catch a glimpse of the words on my belly .",IRAC,4,3,"When I run a hot bath in the evenings , which I ’m very fond of doing and which I think is the best of American amenities , I carefully lock the bathroom , for fear that Karie , my Cambodian-born daughter-in-law , might by chance catch a glimpse of the words on my belly  . ",I carefully lock the bathroom,"for fear that Karie , my Cambodian-born daughter-in-law , might by chance catch a glimpse of the words on my belly ."
54,1,They ’d carried bodies on stretchers_stepping over other bodies to do it ,IRAC,3,1,"They ’d carried bodies on stretchers , stepping over other bodies to do it ; they ’d been on stretchers themselves , on slow-moving trains full of flies and the floating voice of someone saying he wanted to be remembered to his girl back home  . ",They ’d carried bodies on stretchers,stepping over other bodies to do it 
55,1,and it is sealed up so tight_I expect it is of the greatest importance,IRAC,3,2,""""""""" Yes , """""""" said her mother , """""""" and it is sealed up so tight , that I expect it is of the greatest importance ; perhaps from the President of the United States , requesting you to come to Washington immediately , to dine with him  .  """"""""",and it is sealed up so tight,I expect it is of the greatest importance
56,1,she has the mark of the procedure_a three-pronged scar,IRAC,3,1,"Behind it , she has the mark of the procedure — a three-pronged scar — just like Alex did  . ",she has the mark of the procedure,a three-pronged scar
57,1," I try to sit up all the way but have to lean back_after only a few seconds of struggle , exhausted",IRAC,3,3,"I try to sit up all the way but have to lean back after only a few seconds of struggle , exhausted  . ", I try to sit up all the way but have to lean back,"after only a few seconds of struggle , exhausted"
58,1,Elsie was always kind of scared to get too close to Miz Butler_because she suspected that those milky gray eyes could look down into her soul ,IRAC,3,1,"Elsie was always kind of scared to get too close to Miz Butler , because she suspected that those milky gray eyes could look down into her soul  . ",Elsie was always kind of scared to get too close to Miz Butler,because she suspected that those milky gray eyes could look down into her soul 
59,1,she is weakened again_and I try to prevent her from working,IRAC,3,1,"My Lady directs traffic from the settee , but she is weakened again , and I try to prevent her from working  . ",she is weakened again,and I try to prevent her from working
60,1,now that we are packing_it has become clear to us that the house is jammed to the rafters with things no one wants,IRAC,3,2,Mrs Ross is very good at throwing things away ; and now that we are packing it has become clear to us that the house is jammed to the rafters with things no one wants  . ,now that we are packing,it has become clear to us that the house is jammed to the rafters with things no one wants
61,1,my trips across the sky in the sun chariot_given me something of a Google Earth orientation ,IRAC,3,1,"I knew that Percy Jackson lived around here somewhere , but my trips across the sky in the sun chariot had given me something of a Google Earth orientation  . ",my trips across the sky in the sun chariot,given me something of a Google Earth orientation 
62,1,in this mortal form_ my flawless memory had become…flawed,IRAC,3,3,"Also , in this mortal form , my flawless memory had become … flawed  . ",in this mortal form, my flawless memory had become…flawed
63,1,One more mishap_she ’d be staring at his shaggy brown hair against the lining of a casket ,IRAC,3,2,"One more mishap , and she ’d be staring at his shaggy brown hair against the lining of a casket  . ",One more mishap,she ’d be staring at his shaggy brown hair against the lining of a casket 
64,1,"since the Marquess had been defeated and the locks of Fairyland undone_this time September would have no awful feats to perform , no harsh tests of her courage , only delight and fun and blackberry trifles ",IRAC,3,1,"And since the Marquess had been defeated and the locks of Fairyland undone , this time September would have no awful feats to perform , no harsh tests of her courage , only delight and fun and blackberry trifles  . ",since the Marquess had been defeated and the locks of Fairyland undone,"this time September would have no awful feats to perform , no harsh tests of her courage , only delight and fun and blackberry trifles "
65,1,As the end of spring neared_she began to worry in earnest,IRAC,3,3,"As the end of spring neared , she began to worry in earnest  . ",As the end of spring neared,she began to worry in earnest
66,1,I was relieved_the day he told me that he did n't want to go to my high school,IRAC,3,1,I was relieved the day he told me that he did n't want to go to my high school  . ,I was relieved,the day he told me that he did n't want to go to my high school
67,1,"demanded the satisfaction due from one man of honour to another . Not getting it_ he privately withdrew his haughty spirit from such low company , bought a second-hand pocket-pistol , folded up some sandwiches in a paper bag , made a bottle of Spanish liquorice-water , and entered on a career of valour",IREC,3,1_2,"We find him in command of a splendid schooner of one hundred guns , loaded to the muzzle , ' ere yet he had had a party in honour of his tenth birthday  . _It seems that our hero , considering himself spited by a Latin-Grammar-Master , demanded the satisfaction due from one man of honour to another  . ",demanded the satisfaction due from one man of honour to another . Not getting it," he privately withdrew his haughty spirit from such low company , bought a second-hand pocket-pistol , folded up some sandwiches in a paper bag , made a bottle of Spanish liquorice-water , and entered on a career of valour"
68,1,"The orgasm took me by surprise_Instinct took over , my hips moving of their own volition, my thighs clenching and releasing as I focused only on the moment , the reclaiming of my man",IREC,3,1_2,"The orgasm took me by surprise , my back bowing as the heated pleasure tore through me  . _Instinct took over , my hips moving of their own volition , my thighs clenching and releasing as I focused only on the moment , the reclaiming of my man  . ",The orgasm took me by surprise,"Instinct took over , my hips moving of their own volition, my thighs clenching and releasing as I focused only on the moment , the reclaiming of my man"
69,1,working for him_I got my leg gouged out and my horse burned to death,IRAC,3,3,I got my leg gouged out and my horse burned to death working for him  .  ’,working for him,I got my leg gouged out and my horse burned to death
70,1,I ’ll need something to get me through this day_I decide to save the doughnuts till I get back . ,IREC,3,3_2,"I ’ll need something to get me through this day  . _After adding several packets of sugar to my coffee and guzzling it , I decide to save the doughnuts till I get back  . ",I ’ll need something to get me through this day,I decide to save the doughnuts till I get back . 
71,1,"those milky gray eyes could look down into her soul_Then she would know that Elsie was itching to shake things up , to do something",IREC,3,1_2,"Elsie was always kind of scared to get too close to Miz Butler , because she suspected that those milky gray eyes could look down into her soul  . _Then she would know that Elsie was itching to shake things up , to do something … “ Sister Butler — ” Elsie ’s mother tried , but could n’t quite finish her weak protest  . ",those milky gray eyes could look down into her soul,"Then she would know that Elsie was itching to shake things up , to do something"
72,1,she indicated he was to take it_The boy nodded ,IREC,3,2_3,"She gave him a tin lid to cover the plate and by a slight shift of her chin — which bore a small blue tattoo — she indicated he was to take it , take it up  . _The boy nodded , then set off up the hill : he knew he should be quick so as not to let the food cool and congeal  . ",she indicated he was to take it,The boy nodded 
73,1,They were young _Saving and investing had not been a priority ,IREC,3,3_2,"They were young , the firm was growing , the future had no limits  . _Saving and investing had not been a priority  . ",They were young ,Saving and investing had not been a priority 
74,1,the firm was growing_Saving and investing had not been a priority,IREC,3,3_2,"They were young , the firm was growing , the future had no limits  . _Saving and investing had not been a priority  . ",the firm was growing,Saving and investing had not been a priority
75,1,the future had no limits_ Saving and investing had not been a priority,IREC,3,3_2,"They were young , the firm was growing , the future had no limits  . _Saving and investing had not been a priority  . ",the future had no limits, Saving and investing had not been a priority
76,1,but I want to see it with my own eyes _and then head toward the fire ,IREC,3,2_1,"The white device will be burned into a lump of plastic goo , but I want to see it with my own eyes  . _I wait for a long time , longer than I think I ’ll be able to , and then head toward the fire  . ",but I want to see it with my own eyes ,and then head toward the fire 
77,1,suddenly a little head popped over the edge _Scarlet jerked back ,IREC,3,2_3,"There ’s something alive in there , Ruby thought , and then suddenly a little head popped over the edge of the rocks , only a heartbeat away from the queen ’s talons  . _Scarlet jerked back , and Ruby was shocked to see something that looked like a flash of fear in her eyes  . ",suddenly a little head popped over the edge ,Scarlet jerked back 
78,1,the expression of their faces _ That all children crave the story ,IRAC,3,2,"That all children crave the story which is , or might be , true is evidenced by the expression of their faces when their inevitable question , """""""" is it really true ? """""""" or """""""" did it really happen ? """""""" is answered in the affirmative  . ",the expression of their faces , That all children crave the story 
79,1, I said I ’d do it_and I did it ,IRAC,3,2,"It was a school assignment , I said I ’d do it , and I did it  . ", I said I ’d do it,and I did it 
80,1,tail end of an active and outdoorsy season _shaped and tanned,IRAC,3,1,"It was a green-and-white summery number that showed those great arms of hers , shaped and tanned at the tail end of an active and outdoorsy season  . ",tail end of an active and outdoorsy season ,shaped and tanned
81,1, reminds me how hungry I am _I go find Dad,IRAC,3,2,That reminds me how hungry I am so I go find Dad  . , reminds me how hungry I am ,I go find Dad
82,1, by the thought that one year would see the last of his wretched existence_somewhat consoled,IRAC,3,3,"And Abdallah again bowed and withdrew , somewhat consoled by the thought that one year would see the last of his wretched existence , that even the wisest of men recognised him as cut off from the common lot  . ", by the thought that one year would see the last of his wretched existence,somewhat consoled
83,1,a yipping only a few dozen yards to my left_I sit forward abruptly ,IRAC,3,2,"When it is answered by a yipping only a few dozen yards to my left , I sit forward abruptly  . ",a yipping only a few dozen yards to my left,I sit forward abruptly 
84,1,An arrow struck one of the sergeants_the crowd was told to disband,IRAC,3,3,"An arrow struck one of the sergeants in the arm , and the crowd was told to disband  . ",An arrow struck one of the sergeants,the crowd was told to disband
85,1,When it got so bad that I thought I might throw up _ I hunched down in my seat and shut my eyes tight ,IRAC,3,1,"When it got so bad that I thought I might throw up , I hunched down in my seat and shut my eyes tight  . ",When it got so bad that I thought I might throw up , I hunched down in my seat and shut my eyes tight 
86,1,I could n’t pinpoint when it happened _ because my head was bowed and my eyes closed,IRAC,3,2,"The trees went on and on until suddenly they stopped , and because my head was bowed and my eyes closed , I could n’t pinpoint when it happened  . ",I could n’t pinpoint when it happened , because my head was bowed and my eyes closed
87,1, I messed around with the photo_got Brianna to almost glow in it,IRAC,3,2,"I messed around with the photo a little and got Brianna to almost glow in it , pushed the blur that was me into a ghostly shimmer  . ", I messed around with the photo,got Brianna to almost glow in it
88,1,I messed around with the photo a little _ pushed the blur that was me into a ghostly shimmer,IRAC,3,2,"I messed around with the photo a little and got Brianna to almost glow in it , pushed the blur that was me into a ghostly shimmer  . ",I messed around with the photo a little , pushed the blur that was me into a ghostly shimmer
89,1,Its rulingclass victim had renounced her victimhood _ thereby annulling the crime,IRAC,3,1,"Its rulingclass victim had renounced her victimhood , disavowing the very self that had been victimized and thereby annulling the crime that millions had been convinced took place  . ",Its rulingclass victim had renounced her victimhood , thereby annulling the crime
90,1,since it cost more than he ’d expected  _ we ended up eating hot dogs and beans for a month ,IRAC,3,1,"It was among the rarest of all buffalo nickels , and we ended up eating hot dogs and beans for a month , since it cost more than he ’d expected  . ",since it cost more than he ’d expected  , we ended up eating hot dogs and beans for a month 
91,1,It was among the rarest of all buffalo nickels _since it cost more than he ’d expected ,IRAC,3,1,"It was among the rarest of all buffalo nickels , and we ended up eating hot dogs and beans for a month , since it cost more than he ’d expected  . ",It was among the rarest of all buffalo nickels ,since it cost more than he ’d expected 
92,1,from their daily toils_people hastening soiled and weary ,IRAC,3,2,"But on such occasions , as he came out of the abbey and went along the streets , if he met the people hastening soiled and weary from their daily toils , the joy would go out of his heart  . ",from their daily toils,people hastening soiled and weary 
93,1,kindling up the picture of Christ healing the sick_his soul would leap up for joy ,IRAC,3,1,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there  .  """"""""",kindling up the picture of Christ healing the sick,his soul would leap up for joy 
94,1, kindling up the picture of Christ healing the sick_a new light would come into his eyes,IRAC,3,1,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there  .  """"""""", kindling up the picture of Christ healing the sick,a new light would come into his eyes
