,Unnamed: 0,code,filename,causal_event,sentence_nb,causal_type,avg_strength,agreement_score,text,batch_code,label
215,240.0,POS,St.CrowLiliDefianceYA.txt, as the aspect rose _spurring me on ,2,IRAC,1.75,4,"My teeth tingled as the aspect rose , slicking over me and spurring me on .",test2,1.0
216,241.0,POS,VyletaDanTheCrookedMaidPW.txt,bit his lip_in frustration at his inability to explain himself,3,IRAC,3.0,4,"He gesticulated , bit his lip in frustration at his inability to explain himself .",test2,1.0
217,242.0,POS,WilliamsGarciaRitaOneCrazySummerMG.txt,With both feet safely on the ground_Vonetta became her old self,3,IRAC,2.25,4,"With both feet safely on the ground , Vonetta became her old self , her face shiny and searching .",test2,1.0
14,,POS,KrivakAndrewTheSojournPW.txt,that purpose_They had come,1,IRAC,3.0,0,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country .",AY,1.0
15,,POS,KrivakAndrewTheSojournPW.txt,They had come_it assuaged what hardship they found,1,IRAC,3.0,0,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country .",AY,1.0
16,,POS,TheTwoStoryMittensan.txt,This was more than the mother thought right_she told the man so,1,IRAC,3.0,0,"This was more than the mother thought right to give for the doll ; and she told the man so , very politely .",AY,1.0
17,,POS,TheTwoStoryMittensan.txt,he loved children_kept a toy shop,2,IRAC,3.0,0,"He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""",AY,1.0
18,,POS,TheTwoStoryMittensan.txt,"if she knew her mother was out looking for a doll for her , and came home without one _how disappointed the sweet little girl at home would be",2,IRAC,3.0,0,"He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""",AY,1.0
19,,POS,TheLittleDogTrustyTh.txt,they can not understand it_very little children must not read,1,IRAC,3.0,0,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth .",AY,1.0
20,,POS,TheLittleDogTrustyTh.txt,for they can not understand it _ they will not know what is meant by a liar and a boy of truth . ,1,IRAC,3.0,0,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth .",AY,1.0
21,,POS,TheLittleDogTrustyTh.txt,you can understand it _ you may read this story,2,IRAC,3.0,0,"Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it .",AY,1.0
22,,POS,LittleWizardStorieso.txt, everyone loves the beautiful girl Princess_ there has never been any disturbance in the great Throne Room,2,IRAC,3.0,0,"[ Illustration ] These two beasts are Ozma 's chief guardians , but as everyone loves the beautiful girl Princess there has never been any disturbance in the great Throne Room , or anything for the guardians to do but look fierce and solemn and keep quiet until the Royal Audience is over and the people go away to their homes .",AY,1.0
23,,POS,LittleWizardStorieso.txt,the huge Lion and Tiger crouched beside the throne_no one would dare be naughty,3,IRAC,3.0,0,"Of course no one would dare be naughty while the huge Lion and Tiger crouched beside the throne ; but the fact is , the people of Oz are very seldom naughty .",AY,1.0
24,,POS,ColeTrevorTheFearsomeParticlesPW.txt,Kyle was coming home from his adventure_ everything seemed to have turned out so well,3,IRAC,3.0,0,"After all of Gerald ’s uproar before Kyle left – and all her assurances that their son was ready to make such decisions – everything seemed to have turned out so well : Kyle was coming home from his adventure , early ( delightful surprise ) , and he was sound .",AY,1.0
25,,POS,AtkinsonKateLifeAfterLifeBS.txt,trying to stop her from going any further . _ pull on Pamela ’s hand ,1,IRAC,3.0,0,"The water was up to Ursula ’s armpits now and she started to cry and pull on Pamela ’s hand , trying to stop her from going any further .",AY,1.0
26,,POS,IrelandStoneTamaraEveryLastWordYA,I finally drop the phone into the cup holder _ ending the discussion,1,IRAC,3.0,0,"I finally drop the phone into the cup holder as I pull out of the driveway , ending the discussion without ever telling her the real reason I wo n’t pick her up today .",AY,1.0
27,,POS,GratzAlanPrisonerB-MG.txt,"Another man wearing a coat and pajamas like my father lay dead _ a pool of darkness spreading beneath him , glinting in the streetlights ",1,IRAC,3.0,0,"Another man wearing a coat and pajamas like my father lay dead in the middle of the street , a pool of darkness spreading beneath him , glinting in the streetlights .",AY,1.0
28,,POS,GratzAlanPrisonerB-MG.txt,anyone caught outside their homes after curfew _ will be shot on sight,3,IRAC,3.0,0,"“ Jews are reminded that under the new rules , anyone caught outside their homes after curfew will be shot on sight ! ” the officer yelled .",AY,1.0
29,,POS,DearSantaClaus.txt,"T was the night before Christmas_ Not a creature was stirring , not even a mouse . ",1,IRAC,3.0,0,"_ [ Illustration ] [ Illustration ] 'T was the night before Christmas , and all through the house , Not a creature was stirring , not even a mouse .",AY,1.0
30,,POS,PattersonJamesSecondHoneymoonBS.txt,for trying to make me relive the single worst day of my life . _   me wanted to leap out of my chair and pop the guy with a right hook ,1,IRAC,3.0,0,Part of me wanted to leap out of my chair and pop the guy with a right hook for trying to make me relive the single worst day of my life .,AY,1.0
31,,POS,SilberJoanFoolsStoriesPW.txt,"If my praise of his body ran to candid exactness , if I was moved to use blunt and stumbling language to exalt something we ’d done  _ he would laugh and say , “ Yes , yes , ” but not happily .",1,IRAC,3.0,0,"If my praise of his body ran to candid exactness , if I was moved to use blunt and stumbling language to exalt something we ’d done , he would laugh and say , “ Yes , yes , ” but not happily .",AY,1.0
32,,POS,PattersonJamesthAnniversaryBS.txt,Cindy was terminally lovesick ._She was probably the first bridesmaid in the world to express that sentiment,2,IRAC,3.0,0,"She was probably the first bridesmaid in the world to express that sentiment , but Cindy was terminally lovesick .",AY,1.0
33,,POS,BulawayoNoVioletWeNeedPW.txt,cord thingies at the side of her neck and the way she smacks her big lips _whatever she is eating tastes really good .,3,IRAC,3.0,0,I can tell from the cord thingies at the side of her neck and the way she smacks her big lips that whatever she is eating tastes really good .,AY,1.0
34,,POS,KinneyJeffCabinFeverMG.txt,if you help me with these groceries _ i ’ll bet it will be just enough to make santa ’s “ nice ” list,1,IRAC,3.0,0,if you help me with these groceries i ’ll bet it will be just enough to make santa ’s “ nice ” list !,AY,1.0
35,,POS,SelznickBrianTheMarvelsMG.txt,"A sound , high in the air , bounced off the brick walls_ repeated itself",1,IRAC,3.0,0,"A sound , high in the air , bounced off the brick walls and repeated itself .",AY,1.0
36,,POS,RowellRainbowEleanor&ParkYA.txt,He ’d looked like a grown man since the seventh grade _ he grew a full beard . ,1,IRAC,3.0,0,"He ’d looked like a grown man since the seventh grade , and that was before he grew a full beard .",AY,1.0
37,,POS,DAmbrosioCharlesTheDeadFishMuseumPW.txt,"He dropped a piece of bread through the fence , _ a cou-ple of cooing pigeons bobbed along the gutter and fought each other for it . ",2,IRAC,3.0,0,"He dropped a piece of bread through the fence , and a cou-ple of cooing pigeons bobbed along the gutter and fought each other for it .",AY,1.0
38,,POS,ParkJessicaFlat-OutLoveYA.txt,If Flat Finn loses what he perceives to be love handles _I ’ll reward him with a one-time double sundae ,1,IRAC,3.0,0,"“ If Flat Finn loses what he perceives to be love handles , I ’ll reward him with a one-time double sundae . ”",AY,1.0
39,,POS,TheStoryofaStuffedEl.txt,some of the toy animals have a squeaker inside them _ make a noise when you press it ,3,IRAC,3.0,0,""""""""" Well , some of the toy animals have a squeaker inside them , and make a noise when you press it .",AY,1.0
40,,POS,HempelAmyTheCollectedStoriesofAmyHempelPW.txt, it ’s more absorbent than those other brands ._ I like it,1,IRAC,3.0,0,“ I like it because it ’s more absorbent than those other brands .,AY,1.0
50,,POS,BulawayoNoVioletWeNeedPW.txt,A guava seed is stuck between my gum and my last side tooth_I try to reach for it with my tongue,3,IRAC,3.0,0,A guava seed is stuck between my gum and my last side tooth and I try to reach for it with my tongue .,LM,1.0
51,,POS,DaySylviaEntwinedwithYouBS.txt,The orgasm took me by surprise_my back bowing as the heated pleasure tore through me,1,IRAC,3.0,0,"The orgasm took me by surprise , my back bowing as the heated pleasure tore through me .",LM,1.0
52,,POS,GephartDonnaLilyandDunkinMG.txt,"I have enough money for only one iced coffee , though , and two doughnuts_so that ’s what I buy",1,IRAC,3.0,0,"I have enough money for only one iced coffee , though , and two doughnuts , so that ’s what I buy .",LM,1.0
53,,POS,JinHaWarTrashPW.txt,"I carefully lock the bathroom_for fear that Karie , my Cambodian-born daughter-in-law , might by chance catch a glimpse of the words on my belly .",3,IRAC,4.0,0,"When I run a hot bath in the evenings , which I ’m very fond of doing and which I think is the best of American amenities , I carefully lock the bathroom , for fear that Karie , my Cambodian-born daughter-in-law , might by chance catch a glimpse of the words on my belly .",LM,1.0
54,,POS,McLainPaulaTheParisWifeBS.txt,They ’d carried bodies on stretchers_stepping over other bodies to do it ,1,IRAC,3.0,0,"They ’d carried bodies on stretchers , stepping over other bodies to do it ; they ’d been on stretchers themselves , on slow-moving trains full of flies and the floating voice of someone saying he wanted to be remembered to his girl back home .",LM,1.0
55,,POS,MoreMittenswithTheDo.txt,and it is sealed up so tight_I expect it is of the greatest importance,2,IRAC,3.0,0,""""""""" Yes , """""""" said her mother , """""""" and it is sealed up so tight , that I expect it is of the greatest importance ; perhaps from the President of the United States , requesting you to come to Washington immediately , to dine with him . """"""""",LM,1.0
56,,POS,OliverLaurenPandemoniumYA.txt,she has the mark of the procedure_a three-pronged scar,1,IRAC,3.0,0,"Behind it , she has the mark of the procedure — a three-pronged scar — just like Alex did .",LM,1.0
57,,POS,OliverLaurenPandemoniumYA.txt," I try to sit up all the way but have to lean back_after only a few seconds of struggle , exhausted",3,IRAC,3.0,0,"I try to sit up all the way but have to lean back after only a few seconds of struggle , exhausted .",LM,1.0
58,,POS,PatrickDeniseAMatterofSoulsYA.txt,Elsie was always kind of scared to get too close to Miz Butler_because she suspected that those milky gray eyes could look down into her soul ,1,IRAC,3.0,0,"Elsie was always kind of scared to get too close to Miz Butler , because she suspected that those milky gray eyes could look down into her soul .",LM,1.0
59,,POS,PullingerKateMistressofNothingPW.txt,she is weakened again_and I try to prevent her from working,1,IRAC,3.0,0,"My Lady directs traffic from the settee , but she is weakened again , and I try to prevent her from working .",LM,1.0
60,,POS,PullingerKateMistressofNothingPW.txt,now that we are packing_it has become clear to us that the house is jammed to the rafters with things no one wants,2,IRAC,3.0,0,Mrs Ross is very good at throwing things away ; and now that we are packing it has become clear to us that the house is jammed to the rafters with things no one wants .,LM,1.0
61,,POS,RiordanRickTheHiddenOracleMG.txt,my trips across the sky in the sun chariot_given me something of a Google Earth orientation ,1,IRAC,3.0,0,"I knew that Percy Jackson lived around here somewhere , but my trips across the sky in the sun chariot had given me something of a Google Earth orientation .",LM,1.0
62,,POS,RiordanRickTheHiddenOracleMG.txt,in this mortal form_ my flawless memory had become…flawed,3,IRAC,3.0,0,"Also , in this mortal form , my flawless memory had become … flawed .",LM,1.0
63,,POS,StandifordNatalieCountdownMG.txt,One more mishap_she ’d be staring at his shaggy brown hair against the lining of a casket ,2,IRAC,3.0,0,"One more mishap , and she ’d be staring at his shaggy brown hair against the lining of a casket .",LM,1.0
64,,POS,ValenteCatherynneTheGirlWhoFellBeneathFairylandMG.txt,"since the Marquess had been defeated and the locks of Fairyland undone_this time September would have no awful feats to perform , no harsh tests of her courage , only delight and fun and blackberry trifles ",1,IRAC,3.0,0,"And since the Marquess had been defeated and the locks of Fairyland undone , this time September would have no awful feats to perform , no harsh tests of her courage , only delight and fun and blackberry trifles .",LM,1.0
65,,POS,ValenteCatherynneTheGirlWhoFellBeneathFairylandMG.txt,As the end of spring neared_she began to worry in earnest,3,IRAC,3.0,0,"As the end of spring neared , she began to worry in earnest .",LM,1.0
66,,POS,WhiteheadColsonSagHarbor PW.txt,I was relieved_the day he told me that he did n't want to go to my high school,1,IRAC,3.0,0,I was relieved the day he told me that he did n't want to go to my high school .,LM,1.0
69,,POS,DeWittPatrickSistersBrothersPW.txt,working for him_I got my leg gouged out and my horse burned to death,3,IRAC,3.0,0,I got my leg gouged out and my horse burned to death working for him . ’,LM,1.0
78,,POS,AllAboutJohnnieJones.txt,the expression of their faces _ That all children crave the story ,2,IRAC,3.0,0,"That all children crave the story which is , or might be , true is evidenced by the expression of their faces when their inevitable question , """""""" is it really true ? """""""" or """""""" did it really happen ? """""""" is answered in the affirmative .",MD,1.0
79,,POS,BaratzLogstedLaurenILoveYouMichaelCollinsMG.txt, I said I ’d do it_and I did it ,2,IRAC,3.0,0,"It was a school assignment , I said I ’d do it , and I did it .",MD,1.0
80,,POS,BockDennisGoingHomeAgainPW.txt,tail end of an active and outdoorsy season _shaped and tanned,1,IRAC,3.0,0,"It was a green-and-white summery number that showed those great arms of hers , shaped and tanned at the tail end of an active and outdoorsy season .",MD,1.0
81,,POS,ErskineKathrynMockingbirdMG.txt, reminds me how hungry I am _I go find Dad,2,IRAC,3.0,0,That reminds me how hungry I am so I go find Dad .,MD,1.0
82,,POS,FiveMinutesStories.txt, by the thought that one year would see the last of his wretched existence_somewhat consoled,3,IRAC,3.0,0,"And Abdallah again bowed and withdrew , somewhat consoled by the thought that one year would see the last of his wretched existence , that even the wisest of men recognised him as cut off from the common lot .",MD,1.0
83,,POS,GruenSaraWaterforElephantsBS.txt,a yipping only a few dozen yards to my left_I sit forward abruptly ,2,IRAC,3.0,0,"When it is answered by a yipping only a few dozen yards to my left , I sit forward abruptly .",MD,1.0
84,,POS,LahiriJhumpaLowlandPW.txt,An arrow struck one of the sergeants_the crowd was told to disband,3,IRAC,3.0,0,"An arrow struck one of the sergeants in the arm , and the crowd was told to disband .",MD,1.0
85,,POS,PriceNoraZoeLettingGoYA.txt,When it got so bad that I thought I might throw up _ I hunched down in my seat and shut my eyes tight ,1,IRAC,3.0,0,"When it got so bad that I thought I might throw up , I hunched down in my seat and shut my eyes tight .",MD,1.0
86,,POS,PriceNoraZoeLettingGoYA.txt,I could n’t pinpoint when it happened _ because my head was bowed and my eyes closed,2,IRAC,3.0,0,"The trees went on and on until suddenly they stopped , and because my head was bowed and my eyes closed , I could n’t pinpoint when it happened .",MD,1.0
87,,POS,ScottElizabethTheUnwrittenRuleYA.txt, I messed around with the photo_got Brianna to almost glow in it,2,IRAC,3.0,0,"I messed around with the photo a little and got Brianna to almost glow in it , pushed the blur that was me into a ghostly shimmer .",MD,1.0
88,,POS,ScottElizabethTheUnwrittenRuleYA.txt,I messed around with the photo a little _ pushed the blur that was me into a ghostly shimmer,2,IRAC,3.0,0,"I messed around with the photo a little and got Brianna to almost glow in it , pushed the blur that was me into a ghostly shimmer .",MD,1.0
89,,POS,SorrentinoChristopherTrancePW.txt,Its rulingclass victim had renounced her victimhood _ thereby annulling the crime,1,IRAC,3.0,0,"Its rulingclass victim had renounced her victimhood , disavowing the very self that had been victimized and thereby annulling the crime that millions had been convinced took place .",MD,1.0
90,,POS,SparksNicholasDearJohnBS.txt,since it cost more than he ’d expected  _ we ended up eating hot dogs and beans for a month ,1,IRAC,3.0,0,"It was among the rarest of all buffalo nickels , and we ended up eating hot dogs and beans for a month , since it cost more than he ’d expected .",MD,1.0
91,,POS,SparksNicholasDearJohnBS.txt,It was among the rarest of all buffalo nickels _since it cost more than he ’d expected ,1,IRAC,3.0,0,"It was among the rarest of all buffalo nickels , and we ended up eating hot dogs and beans for a month , since it cost more than he ’d expected .",MD,1.0
92,,POS,TheChildrensPortion.txt,from their daily toils_people hastening soiled and weary ,2,IRAC,3.0,0,"But on such occasions , as he came out of the abbey and went along the streets , if he met the people hastening soiled and weary from their daily toils , the joy would go out of his heart .",MD,1.0
93,,POS,TheChildrensPortion.txt,kindling up the picture of Christ healing the sick_his soul would leap up for joy ,1,IRAC,3.0,0,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there . """"""""",MD,1.0
94,,POS,TheChildrensPortion.txt, kindling up the picture of Christ healing the sick_a new light would come into his eyes,1,IRAC,3.0,0,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there . """"""""",MD,1.0
95,,POS,TheChildrensPortion.txt, kindling up the picture of Christ healing the sick_this thought would rise within him like a song ,1,IRAC,3.0,0,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there . """"""""",MD,1.0
96,,POS,BarnesJulianArthurGeorgePW.txt,This early realization that his father would never furnish the Mam with the proper comforts of old age_made Arthur all the more determined to provide them himself,3,IRAC,3.0,0,This early realization that his father would never furnish the Mam with the proper comforts of old age made Arthur all the more determined to provide them himself .,ML,1.0
97,,POS,DixonHeatherEntwinedYA.txt,Parliament funded the Yuletide ball and could afford it_things they only had once a year,2,IRAC,3.0,0,"She filled her plate with every sort of sweet — candied raspberries , rosemary tarts , iced walnuts , sticky sweet rolls — things they had only once a year , since parliament funded the Yuletide ball and could afford it .",ML,1.0
98,,POS,KinneyJeffDogDaysMG.txt,I’m finally tall enough to go on the Cranium Shaker_I was looking forward to going to the beach,1,IRAC,3.0,0,"splish Anyway , I was looking forward to going to the beach because I ’m finally tall enough to go on the Cranium Shaker , which is this really awesome ride that ’s on the boardwalk .",ML,1.0
99,,POS,LynnJWaitForYouBS.txt,My email wasn’t set up under my real name_it would be unlikely that it was a phishing scam,3,IRAC,3.0,0,"Well , that was strange , because my email was n’t set up under my real name , so it would be unlikely that it was a phishing scam .",ML,1.0
100,,POS,MotherWestWindsAnima.txt,He is round and fat and roly-poly_it was hard for him to run,1,IRAC,3.0,0,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",ML,1.0
101,,POS,MotherWestWindsAnima.txt,It was hard work for him to run_puffing very hard,1,IRAC,3.0,0,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",ML,1.0
102,,POS,PhilbinJoannaTheDaughtersYA.txt,My brother got into NYU_so it seemed like the right time,1,IRAC,3.0,0,"And then my brother got into NYU , ” he said , gesturing behind him toward the park , “ so it seemed like the right time .",ML,1.0
103,,POS,SevenOClockStories.txt,"Jehosophat 's father does not believe in mixing families , he says_so only the White Wyandottes live on the Green farm",3,IRAC,3.0,0,"Rhode Island Reds , Plymouth Rocks , Cochins , and Leghorns are some of the chicken family names , but Jehosophat 's father does not believe in mixing families , he says , so only the White Wyandottes live on the Green farm .",ML,1.0
104,,POS,StandifordNatalieCountdownMG.txt,Heading for a jet waiting on the tarmac_a loaded luggage track zoomed out of the terminal,3,IRAC,3.0,0,"Just then a loaded luggage truck zoomed out of the terminal , heading for a jet waiting on the tarmac .",ML,1.0
105,,POS,ThePearlBoxContaini.txt,the river water would be too cold for his weak frame_his mother persuaded him to be sponged only,1,IRAC,3.0,0,"A few hours before his death he revived up , and his first request was to be bathed in the river ; but his mother persuaded him to be sponged only , as the river water would be too cold for his weak frame .",ML,1.0
106,,POS,ThePearlBoxContaini.txt,He desired to be dressed_his mother dressed him in his green coat and white collar,2,IRAC,3.0,0,"After his mother had sponged him with water , he desired to be dressed ; when his mother dressed him in his green coat and white collar , and seated him at the table with all his books and worldly treasures around him .",ML,1.0
107,,POS,TheTaleofMrTod.txt,Because sometimes Tommy Brock moved in_the house were not always empty when Mr. Tod moved out ,3,IRAC,3.0,0,The houses were not always empty when Mr. Tod moved _ out _ ; because sometimes Tommy Brock moved _ in _ ; ( without asking leave ) .,ML,1.0
108,,POS,WhiteheadColsonSagHarbor PW.txt,Memory has a palette and broad brush_I always remember those drives that way,2,IRAC,3.0,0,"Well , it was n't really dark , June sunrises are up and at 'em , but I always remember those drives that way — memory has a palette and broad brush .",ML,1.0
3472,3472.0,NEG,BimbiStoriesforChild.txt,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises  .",1,IRAC,3.0,4,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises .",test1,0.0
4914,4914.0,NEG,LastWordsAFinalColl.txt,W .,3,IRAC,3.0,4,"Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs. EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , _ Miss Alice Sargant , 7 Belsize Grove , N. W. _ Miss SARGANT was the originator of the scheme , so its management remains in the best possible hands , and Professor OLIVER , of Kew Gardens , has consented to become President in Mrs. EWING 'S place .",test2,0.0
4795,4795.0,NEG,LastWordsAFinalColl.txt,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale  .",1,IRAC,3.0,4,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale .",test2,0.0
4253,4253.0,NEG,Dreamland.txt,"And then at other times it would all be quite different , and he would see the figures of beautiful maidens in gossamer garments , and they would seem to be at play , flinging flecks of sunlight this way and that , or winding and unwinding their flaky veils to fling them saucily across the face of the sun  .",1,IRAC,3.0,4,"And then at other times it would all be quite different , and he would see the figures of beautiful maidens in gossamer garments , and they would seem to be at play , flinging flecks of sunlight this way and that , or winding and unwinding their flaky veils to fling them saucily across the face of the sun .",test2,0.0
12667,15128.0,NEG,TheChildrensPortion.txt,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there  .  """"""""",1,IRAC,3.0,4,"But when the light of the setting sun came streaming through the great window in the west , and kindling up the picture of Christ healing the sick , his soul would leap up for joy , a new light would come into his eyes , and this thought would rise within him like a song -- """""""" The Golden Age itself -- the Age into which all other Ages open and look back -- is pictured there . """"""""",MD,0.0
3974,3974.0,NEG,BulawayoNoVioletWeNeedPW.txt,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting  .",1,IRAC,3.0,4,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting .",test2,0.0
2728,2728.0,NEG,NixGarthLordSundayMG.txt,"… It ’s all like a very complicated game , thought Suzy as she spun back towards the Supernumerary  .",1,IRAC,3.0,4,"… It ’s all like a very complicated game , thought Suzy as she spun back towards the Supernumerary .",test1,0.0
4551,4551.0,NEG,GiffinEmilySomethingBorrowedBS.txt,"So here I am on the brink of a new decade , realizing that being alone makes my thirties daunting , and being thirty makes me feel more alone  .",1,IRAC,3.0,4,"So here I am on the brink of a new decade , realizing that being alone makes my thirties daunting , and being thirty makes me feel more alone .",test2,0.0
13097,15600.0,NEG,WhiteheadColsonSagHarbor PW.txt,I was relieved the day he told me that he did n't want to go to my high school  .,1,IRAC,3.0,4,I was relieved the day he told me that he did n't want to go to my high school .,LM,0.0
5579,5579.0,NEG,StoriesofManyLands.txt,"TO THE LITTLE COUSINS ANNIE , KITTY , AND CORDELIA I dedicate this book to you , my dearest dears , with more love than I have ink to write out , and more good wishes and fond hopes than any printer would care to print  .",1,IRAC,3.0,4,"TO THE LITTLE COUSINS ANNIE , KITTY , AND CORDELIA I dedicate this book to you , my dearest dears , with more love than I have ink to write out , and more good wishes and fond hopes than any printer would care to print .",test2,0.0
4889,4889.0,NEG,LastWordsAFinalColl.txt,W .,3,IRAC,3.0,4,"Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs. EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , _ Miss Alice Sargant , 7 Belsize Grove , N. W. _ Miss SARGANT was the originator of the scheme , so its management remains in the best possible hands , and Professor OLIVER , of Kew Gardens , has consented to become President in Mrs. EWING 'S place .",test2,0.0
4009,4009.0,NEG,BulawayoNoVioletWeNeedPW.txt,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting  .",1,IRAC,3.0,4,"I bite into a sweet guava ; I do n’t like grinding the bull guava seeds , because they are tough and it takes a long time to do , so I grind them just slightly , sometimes swallow them whole even though I know what will happen later when I ’m squatting .",test2,0.0
3569,3569.0,NEG,BlackHollyTheGoldenTowerMG.txt,"It had been cute when he was a pup but was downright dangerous in a full-grown wolf , even if he was n’t Chaos-ridden  .",1,IRAC,3.0,4,"It had been cute when he was a pup but was downright dangerous in a full-grown wolf , even if he was n’t Chaos-ridden .",test1,0.0
6949,9345.0,NEG,ColeTrevorTheFearsomeParticlesPW.txt,"Something serious had happened in Afghanistan , that was obvious , but it was a mystery to Vicki why Gerald needed to get into such a state about it , since it was equally clear , thank goodness , that Kyle had n’t been hurt  .",1,IRAC,3.0,4,"Something serious had happened in Afghanistan , that was obvious , but it was a mystery to Vicki why Gerald needed to get into such a state about it , since it was equally clear , thank goodness , that Kyle had n’t been hurt .",AY,0.0
1585,1585.0,NEG,BehrensPeterLawofDreamsPW.txt,"When they returned , three days later , he knew from their sun-flayed appearance , from the grass in their hair and the scratches on his father ’s face , that they had been roaming , engaging , sleeping on grass , drinking poitin , living on butter and birds ’ eggs  .",1,IRAC,3.0,4,"When they returned , three days later , he knew from their sun-flayed appearance , from the grass in their hair and the scratches on his father ’s face , that they had been roaming , engaging , sleeping on grass , drinking poitin , living on butter and birds ’ eggs .",test1,0.0
1725,1725.0,NEG,AlexanderKwameTheCrossoverMG.txt,"But , as I got older and started getting game , the name took on a new meaning  .",1,IRAC,3.0,4,"But , as I got older and started getting game , the name took on a new meaning .",test1,0.0
